kernel,n,comp,block_size,run,kernel_time,total_time
a,16777216,256,64,9,0.028212,0.82122
a,16777216,256,64,10,0.028378,0.815673
a,33554432,256,64,1,0.05744,1.477563
a,33554432,256,64,2,0.057611,1.474393
a,33554432,256,64,3,0.057448,1.468689
a,33554432,256,64,4,0.057986,1.449518
a,33554432,256,64,5,0.058425,1.447266
a,33554432,256,64,6,0.057516,1.475178
a,33554432,256,64,7,0.057231,1.469043
a,33554432,256,64,8,0.057496,1.478364
a,33554432,256,64,9,0.057766,1.474724
a,33554432,256,64,10,0.057153,1.505442
a,65536,256,128,1,0.00022,0.163584
a,65536,256,128,2,0.000206,0.159226
a,65536,256,128,3,0.0002,0.150408
a,65536,256,128,4,0.000221,0.146646
a,65536,256,128,5,0.000194,0.148156
a,65536,256,128,6,0.000192,0.136619
a,65536,256,128,7,0.000189,0.141059
a,65536,256,128,8,0.000185,0.148634
a,65536,256,128,9,0.000189,0.139217
a,65536,256,128,10,0.000188,0.142368
a,131072,256,128,1,0.000188,0.146775
a,131072,256,128,2,0.000188,0.140637
a,131072,256,128,3,0.000185,0.149338
a,131072,256,128,4,0.000186,0.14889
a,131072,256,128,5,0.00019,0.140664
a,131072,256,128,6,0.000196,0.147547
a,131072,256,128,7,0.000192,0.140341
a,131072,256,128,8,0.00019,0.14661
a,131072,256,128,9,0.000188,0.140875
a,131072,256,128,10,0.000192,0.144815
a,262144,256,128,1,0.000211,0.152657
a,262144,256,128,2,0.00021,0.14704
a,262144,256,128,3,0.000209,0.154247
a,262144,256,128,4,0.00021,0.153884
a,262144,256,128,5,0.000209,0.157699
a,262144,256,128,6,0.000204,0.147621
a,262144,256,128,7,0.00021,0.153393
a,262144,256,128,8,0.000208,0.151061
a,262144,256,128,9,0.000206,0.156807
a,262144,256,128,10,0.000235,0.156183
a,524288,256,128,1,0.000231,0.158941
a,524288,256,128,2,0.000232,0.162116
a,524288,256,128,3,0.00035,0.16485
a,524288,256,128,4,0.000234,0.178485
a,524288,256,128,5,0.000234,0.160046
a,524288,256,128,6,0.00025,0.163551
a,524288,256,128,7,0.000239,0.160261
a,524288,256,128,8,0.000239,0.162744
a,524288,256,128,9,0.000233,0.167977
a,524288,256,128,10,0.000236,0.161932
a,1048576,256,128,1,0.000367,0.185427
a,1048576,256,128,2,0.000355,0.179978
a,1048576,256,128,3,0.000368,0.184987
a,1048576,256,128,4,0.000364,0.17946
a,1048576,256,128,5,0.000353,0.182423
a,1048576,256,128,6,0.000363,0.179093
a,1048576,256,128,7,0.000363,0.184949
a,1048576,256,128,8,0.000355,0.175971
a,1048576,256,128,9,0.000355,0.177935
a,1048576,256,128,10,0.000379,0.18379
a,2097152,256,128,1,0.00092,0.226333
a,2097152,256,128,2,0.00083,0.220374
a,2097152,256,128,3,0.000871,0.225657
a,2097152,256,128,4,0.000867,0.222375
a,2097152,256,128,5,0.000856,0.222052
a,2097152,256,128,6,0.001226,0.22701
a,2097152,256,128,7,0.000869,0.220387
a,2097152,256,128,8,0.00085,0.227919
a,2097152,256,128,9,0.000855,0.220937
a,2097152,256,128,10,0.000925,0.21825
a,4194304,256,128,1,0.006715,0.300277
a,4194304,256,128,2,0.006649,0.308638
a,4194304,256,128,3,0.006579,0.309372
a,4194304,256,128,4,0.006677,0.314593
a,4194304,256,128,5,0.006438,0.332403
a,4194304,256,128,6,0.00609,0.30414
a,4194304,256,128,7,0.006724,0.313272
a,4194304,256,128,8,0.006387,0.30902
a,4194304,256,128,9,0.006559,0.316154
a,4194304,256,128,10,0.006253,0.319115
a,8388608,256,128,1,0.013697,0.49079
a,8388608,256,128,2,0.013589,0.488223
a,8388608,256,128,3,0.013669,0.494147
a,8388608,256,128,4,0.013854,0.492154
a,8388608,256,128,5,0.013906,0.48777
a,8388608,256,128,6,0.013791,0.50185
a,8388608,256,128,7,0.01383,0.496081
a,8388608,256,128,8,0.013834,0.496066
a,8388608,256,128,9,0.013479,0.492831
a,8388608,256,128,10,0.013584,0.491099
a,16777216,256,128,1,0.028566,0.820189
a,16777216,256,128,2,0.02835,0.815748
a,16777216,256,128,3,0.028377,0.81607
a,16777216,256,128,4,0.028326,0.829208
a,16777216,256,128,5,0.028305,0.816527
a,16777216,256,128,6,0.028512,0.817779
a,16777216,256,128,7,0.02825,0.826012
a,16777216,256,128,8,0.028252,0.826426
a,16777216,256,128,9,0.028237,0.816659
a,16777216,256,128,10,0.028373,0.819653
a,33554432,256,128,1,0.057557,1.471204
a,33554432,256,128,2,0.057603,1.465389
a,33554432,256,128,3,0.05743,1.450202
a,33554432,256,128,4,0.057413,1.448717
a,33554432,256,128,5,0.057554,1.474471
a,33554432,256,128,6,0.057091,1.478915
a,33554432,256,128,7,0.057444,1.50103
a,33554432,256,128,8,0.05709,1.468679
a,33554432,256,128,9,0.057246,1.475766
a,33554432,256,128,10,0.057227,1.505574
a,65536,256,256,1,0.000364,0.163266
a,65536,256,256,2,0.000326,0.148327
a,65536,256,256,3,0.000335,0.14913
a,65536,256,256,4,0.00031,0.139224
a,65536,256,256,5,0.000305,0.149341
a,65536,256,256,6,0.000297,0.139128
a,65536,256,256,7,0.0003,0.142576
a,65536,256,256,8,0.000297,0.137838
a,65536,256,256,9,0.0003,0.138491
a,65536,256,256,10,0.000305,0.146129
a,131072,256,256,1,0.000303,0.142696
a,131072,256,256,2,0.000301,0.149804
a,131072,256,256,3,0.000303,0.148661
a,131072,256,256,4,0.000305,0.142663
a,131072,256,256,5,0.000336,0.146439
a,131072,256,256,6,0.000305,0.140804
a,131072,256,256,7,0.000305,0.144578
a,131072,256,256,8,0.000304,0.139842
a,131072,256,256,9,0.000302,0.146965
a,131072,256,256,10,0.000329,0.142222
a,262144,256,256,1,0.000308,0.147211
a,262144,256,256,2,0.00031,0.154086
a,262144,256,256,3,0.000317,0.148466
a,262144,256,256,4,0.000313,0.15451
a,262144,256,256,5,0.000319,0.148386
a,262144,256,256,6,0.000313,0.154057
a,262144,256,256,7,0.000313,0.152552
a,262144,256,256,8,0.000311,0.15732
a,262144,256,256,9,0.000314,0.155098
a,262144,256,256,10,0.000313,0.151411
a,524288,256,256,1,0.000319,0.176058
a,524288,256,256,2,0.000321,0.158798
a,524288,256,256,3,0.000325,0.165152
a,524288,256,256,4,0.000321,0.157618
a,524288,256,256,5,0.000326,0.161253
a,524288,256,256,6,0.000326,0.158834
a,524288,256,256,7,0.000321,0.163845
a,524288,256,256,8,0.000593,0.158786
a,524288,256,256,9,0.000328,0.156198
a,524288,256,256,10,0.000329,0.168334
a,1048576,256,256,1,0.000409,0.176073
a,1048576,256,256,2,0.000427,0.186001
a,1048576,256,256,3,0.000429,0.179977
a,1048576,256,256,4,0.000426,0.178447
a,1048576,256,256,5,0.000458,0.183302
a,1048576,256,256,6,0.000462,0.18858
a,1048576,256,256,7,0.000454,0.187701
a,1048576,256,256,8,0.000457,0.19041
a,1048576,256,256,9,0.000455,0.193712
a,1048576,256,256,10,0.000459,0.187752
a,2097152,256,256,1,0.000924,0.220858
a,2097152,256,256,2,0.000922,0.224459
a,2097152,256,256,3,0.000896,0.219634
a,2097152,256,256,4,0.000927,0.220211
a,2097152,256,256,5,0.00089,0.216639
a,2097152,256,256,6,0.000904,0.229955
a,2097152,256,256,7,0.000916,0.232807
a,2097152,256,256,8,0.000913,0.228141
a,2097152,256,256,9,0.00091,0.220164
a,2097152,256,256,10,0.000921,0.218898
a,4194304,256,256,1,0.006731,0.303429
a,4194304,256,256,2,0.006677,0.313462
a,4194304,256,256,3,0.006789,0.310891
a,4194304,256,256,4,0.006194,0.308935
a,4194304,256,256,5,0.00675,0.308316
a,4194304,256,256,6,0.006428,0.307972
a,4194304,256,256,7,0.006397,0.307722
a,4194304,256,256,8,0.006617,0.303305
a,4194304,256,256,9,0.006642,0.326242
a,4194304,256,256,10,0.006337,0.308237
a,8388608,256,256,1,0.013836,0.474229
a,8388608,256,256,2,0.013943,0.471516
a,8388608,256,256,3,0.013972,0.465174
a,8388608,256,256,4,0.013488,0.492639
a,8388608,256,256,5,0.013932,0.498899
a,8388608,256,256,6,0.0138,0.495098
a,8388608,256,256,7,0.013748,0.486936
a,8388608,256,256,8,0.013643,0.488906
a,8388608,256,256,9,0.013587,0.489581
a,8388608,256,256,10,0.013884,0.488792
a,16777216,256,256,1,0.027527,0.816168
a,16777216,256,256,2,0.027526,0.817319
a,16777216,256,256,3,0.027268,0.820018
a,16777216,256,256,4,0.027609,0.821154
a,16777216,256,256,5,0.027473,0.82172
a,16777216,256,256,6,0.02772,0.819523
a,16777216,256,256,7,0.027674,0.821325
a,16777216,256,256,8,0.027772,0.819114
a,16777216,256,256,9,0.027755,0.81594
a,16777216,256,256,10,0.027165,0.817704
a,33554432,256,256,1,0.057419,1.472382
a,33554432,256,256,2,0.057178,1.461423
a,33554432,256,256,3,0.057706,1.455882
a,33554432,256,256,4,0.058097,1.453505
a,33554432,256,256,5,0.057707,1.472171
a,33554432,256,256,6,0.057659,1.469176
a,33554432,256,256,7,0.05762,1.47158
a,33554432,256,256,8,0.059056,1.462637
a,33554432,256,256,9,0.058078,1.446413
a,33554432,256,256,10,0.058689,1.458347
b,65536,1,16,1,0.000146,0.138892
b,65536,1,16,2,0.000115,0.149039
b,65536,1,16,3,0.000125,0.142158
b,65536,1,16,4,0.00012,0.139396
b,65536,1,16,5,0.000112,0.138276
b,65536,1,16,6,0.000117,0.149585
b,65536,1,16,7,0.000116,0.138027
b,65536,1,16,8,0.000117,0.145864
b,65536,1,16,9,0.000145,0.137683
b,65536,1,16,10,0.000117,0.140242
b,131072,1,16,1,0.000124,0.140488
b,131072,1,16,2,0.000126,0.142343
b,131072,1,16,3,0.00012,0.146427
b,131072,1,16,4,0.000122,0.139878
b,131072,1,16,5,0.000126,0.145361
b,131072,1,16,6,0.000124,0.156032
b,131072,1,16,7,0.000126,0.143931
b,131072,1,16,8,0.000149,0.141022
b,131072,1,16,9,0.000127,0.146941
b,131072,1,16,10,0.000127,0.141288
b,262144,1,16,1,0.00014,0.148185
b,262144,1,16,2,0.000169,0.147874
b,262144,1,16,3,0.000143,0.151867
b,262144,1,16,4,0.000142,0.154369
b,262144,1,16,5,0.00014,0.15391
b,262144,1,16,6,0.000143,0.154138
b,262144,1,16,7,0.00014,0.15613
b,262144,1,16,8,0.000139,0.147839
b,262144,1,16,9,0.000143,0.149628
b,262144,1,16,10,0.000141,0.153193
b,524288,1,16,1,0.000191,0.159
b,524288,1,16,2,0.000177,0.169947
b,524288,1,16,3,0.000177,0.16855
b,524288,1,16,4,0.000176,0.156883
b,524288,1,16,5,0.000182,0.167205
b,524288,1,16,6,0.000173,0.170747
b,524288,1,16,7,0.000175,0.171022
b,524288,1,16,8,0.00035,0.158058
b,524288,1,16,9,0.000172,0.165621
b,524288,1,16,10,0.000176,0.158224
b,1048576,1,16,1,0.000243,0.184183
b,1048576,1,16,2,0.000243,0.180291
b,1048576,1,16,3,0.000245,0.186173
b,1048576,1,16,4,0.000243,0.179095
b,1048576,1,16,5,0.000239,0.184808
b,1048576,1,16,6,0.000243,0.179139
b,1048576,1,16,7,0.000236,0.185239
b,1048576,1,16,8,0.000244,0.178312
b,1048576,1,16,9,0.000255,0.178069
b,1048576,1,16,10,0.000251,0.182844
b,2097152,1,16,1,0.00038,0.229744
b,2097152,1,16,2,0.000389,0.227618
b,2097152,1,16,3,0.000386,0.233786
b,2097152,1,16,4,0.000368,0.226252
b,2097152,1,16,5,0.000374,0.220567
b,2097152,1,16,6,0.000389,0.222304
b,2097152,1,16,7,0.000383,0.220818
b,2097152,1,16,8,0.000374,0.232577
b,2097152,1,16,9,0.000386,0.224253
b,2097152,1,16,10,0.000388,0.22951
b,4194304,1,16,1,0.000581,0.307797
b,4194304,1,16,2,0.000556,0.292404
b,4194304,1,16,3,0.000571,0.295641
b,4194304,1,16,4,0.000569,0.30784
b,4194304,1,16,5,0.000558,0.295328
b,4194304,1,16,6,0.000635,0.307655
b,4194304,1,16,7,0.000667,0.315028
b,4194304,1,16,8,0.000693,0.322901
b,4194304,1,16,9,0.000661,0.315734
b,4194304,1,16,10,0.000633,0.303832
b,8388608,1,16,1,0.001088,0.467435
b,8388608,1,16,2,0.001106,0.46413
b,8388608,1,16,3,0.001093,0.46598
b,8388608,1,16,4,0.001225,0.474475
b,8388608,1,16,5,0.00123,0.480226
b,8388608,1,16,6,0.001122,0.472054
b,8388608,1,16,7,0.001113,0.481197
b,8388608,1,16,8,0.00112,0.475715
b,8388608,1,16,9,0.001231,0.474063
b,8388608,1,16,10,0.001237,0.479488
b,16777216,1,16,1,0.00231,0.797562
b,16777216,1,16,2,0.002298,0.797947
b,16777216,1,16,3,0.00229,0.78675
b,16777216,1,16,4,0.002281,0.791948
b,16777216,1,16,5,0.002297,0.794421
b,16777216,1,16,6,0.002283,0.797556
b,16777216,1,16,7,0.00229,0.789536
b,16777216,1,16,8,0.002288,0.793844
b,16777216,1,16,9,0.002297,0.791829
b,16777216,1,16,10,0.002295,0.796117
b,33554432,1,16,1,0.004388,1.47096
b,33554432,1,16,2,0.00453,1.510798
b,33554432,1,16,3,0.005146,1.460469
b,33554432,1,16,4,0.004509,1.460056
b,33554432,1,16,5,0.004377,1.454345
b,33554432,1,16,6,0.004769,1.449642
b,33554432,1,16,7,0.004381,1.483485
b,33554432,1,16,8,0.005221,1.462945
b,33554432,1,16,9,0.004381,1.426917
b,33554432,1,16,10,0.004392,1.418902
b,65536,1,32,1,0.000116,0.165709
b,65536,1,32,2,0.000115,0.15144
b,65536,1,32,3,0.000115,0.145222
b,65536,1,32,4,0.000114,0.141335
b,65536,1,32,5,0.000115,0.141651
b,65536,1,32,6,0.000114,0.143059
b,65536,1,32,7,0.000122,0.13792
b,65536,1,32,8,0.000116,0.138176
b,65536,1,32,9,0.000111,0.153743
b,65536,1,32,10,0.000115,0.144465
b,131072,1,32,1,0.000121,0.152415
b,131072,1,32,2,0.000119,0.153201
b,131072,1,32,3,0.00012,0.147403
b,131072,1,32,4,0.000121,0.140771
b,131072,1,32,5,0.00012,0.148996
b,131072,1,32,6,0.000116,0.140244
b,131072,1,32,7,0.000119,0.148286
b,131072,1,32,8,0.00012,0.152754
b,131072,1,32,9,0.000117,0.145605
b,131072,1,32,10,0.000123,0.144131
b,262144,1,32,1,0.000143,0.146366
b,262144,1,32,2,0.000128,0.155324
b,262144,1,32,3,0.000133,0.147708
b,262144,1,32,4,0.000133,0.153643
b,262144,1,32,5,0.000128,0.153478
b,262144,1,32,6,0.000136,0.150057
b,262144,1,32,7,0.000134,0.152371
b,262144,1,32,8,0.000132,0.156266
b,262144,1,32,9,0.000135,0.150752
b,262144,1,32,10,0.000143,0.146668
b,524288,1,32,1,0.000156,0.157418
b,524288,1,32,2,0.000162,0.171554
b,524288,1,32,3,0.000161,0.157469
b,524288,1,32,4,0.000157,0.162851
b,524288,1,32,5,0.000154,0.1567
b,524288,1,32,6,0.000153,0.159315
b,524288,1,32,7,0.000161,0.165587
b,524288,1,32,8,0.000163,0.159292
b,524288,1,32,9,0.000156,0.165465
b,524288,1,32,10,0.000155,0.160708
b,1048576,1,32,1,0.000214,0.189551
b,1048576,1,32,2,0.000205,0.178221
b,1048576,1,32,3,0.000198,0.185142
b,1048576,1,32,4,0.000218,0.17799
b,1048576,1,32,5,0.000216,0.184653
b,1048576,1,32,6,0.000209,0.195419
b,1048576,1,32,7,0.000202,0.189086
b,1048576,1,32,8,0.000197,0.188175
b,1048576,1,32,9,0.000196,0.180274
b,1048576,1,32,10,0.000197,0.188754
b,2097152,1,32,1,0.000269,0.217266
b,2097152,1,32,2,0.000271,0.216886
b,2097152,1,32,3,0.00029,0.224957
b,2097152,1,32,4,0.000268,0.218223
b,2097152,1,32,5,0.000272,0.228103
b,2097152,1,32,6,0.000266,0.217112
b,2097152,1,32,7,0.000267,0.227523
b,2097152,1,32,8,0.000265,0.217675
b,2097152,1,32,9,0.000272,0.219842
b,2097152,1,32,10,0.000285,0.233377
b,4194304,1,32,1,0.000426,0.297061
b,4194304,1,32,2,0.000385,0.296587
b,4194304,1,32,3,0.000385,0.301874
b,4194304,1,32,4,0.000391,0.311834
b,4194304,1,32,5,0.000409,0.306554
b,4194304,1,32,6,0.000426,0.309828
b,4194304,1,32,7,0.00044,0.31073
b,4194304,1,32,8,0.000429,0.365627
b,4194304,1,32,9,0.000437,0.308349
b,4194304,1,32,10,0.000414,0.310446
b,8388608,1,32,1,0.000663,0.460116
b,8388608,1,32,2,0.000664,0.460431
b,8388608,1,32,3,0.000651,0.467703
b,8388608,1,32,4,0.000732,0.475664
b,8388608,1,32,5,0.000728,0.475731
b,8388608,1,32,6,0.000747,0.476824
b,8388608,1,32,7,0.000728,0.479283
b,8388608,1,32,8,0.000726,0.484188
b,8388608,1,32,9,0.000723,0.475969
b,8388608,1,32,10,0.000682,0.472727
b,16777216,1,32,1,0.001178,0.774313
b,16777216,1,32,2,0.001293,0.79244
b,16777216,1,32,3,0.00129,0.79276
b,16777216,1,32,4,0.001299,0.795237
b,16777216,1,32,5,0.001303,0.79069
b,16777216,1,32,6,0.001306,0.791785
b,16777216,1,32,7,0.00129,0.785489
b,16777216,1,32,8,0.001297,0.796527
b,16777216,1,32,9,0.0013,0.781991
b,16777216,1,32,10,0.001292,0.793077
b,33554432,1,32,1,0.002404,1.420573
b,33554432,1,32,2,0.002472,1.441649
b,33554432,1,32,3,0.002403,1.415099
b,33554432,1,32,4,0.002398,1.553134
b,33554432,1,32,5,0.00239,1.418795
b,33554432,1,32,6,0.002409,1.418862
b,33554432,1,32,7,0.002389,1.438508
b,33554432,1,32,8,0.002393,1.418958
b,33554432,1,32,9,0.002402,1.455717
b,33554432,1,32,10,0.002402,1.416085
b,65536,1,64,1,0.000115,0.160764
b,65536,1,64,2,0.000123,0.15056
b,65536,1,64,3,0.000115,0.149286
b,65536,1,64,4,0.000143,0.14351
b,65536,1,64,5,0.000115,0.150057
b,65536,1,64,6,0.000126,0.139995
b,65536,1,64,7,0.000115,0.146038
b,65536,1,64,8,0.000115,0.145176
b,65536,1,64,9,0.000119,0.1374
b,65536,1,64,10,0.000118,0.149523
b,131072,1,64,1,0.000113,0.152362
b,131072,1,64,2,0.000144,0.141964
b,131072,1,64,3,0.000297,0.141723
b,131072,1,64,4,0.000127,0.142177
b,131072,1,64,5,0.000113,0.141838
b,131072,1,64,6,0.000116,0.141867
b,131072,1,64,7,0.000117,0.14154
b,131072,1,64,8,0.000116,0.141291
b,131072,1,64,9,0.000119,0.148364
b,131072,1,64,10,0.000116,0.155846
b,262144,1,64,1,0.000128,0.146826
b,262144,1,64,2,0.000171,0.152841
b,262144,1,64,3,0.000124,0.158665
b,262144,1,64,4,0.000132,0.148839
b,262144,1,64,5,0.000125,0.154787
b,262144,1,64,6,0.000127,0.152335
b,262144,1,64,7,0.000123,0.147642
b,262144,1,64,8,0.000129,0.158192
b,262144,1,64,9,0.000128,0.147281
b,262144,1,64,10,0.000126,0.153442
b,524288,1,64,1,0.000144,0.15902
b,524288,1,64,2,0.000143,0.164667
b,524288,1,64,3,0.000145,0.157993
b,524288,1,64,4,0.000155,0.171423
b,524288,1,64,5,0.000144,0.162656
b,524288,1,64,6,0.000161,0.158676
b,524288,1,64,7,0.000148,0.16968
b,524288,1,64,8,0.000154,0.157257
b,524288,1,64,9,0.000153,0.169322
b,524288,1,64,10,0.000182,0.158265
b,1048576,1,64,1,0.000202,0.181293
b,1048576,1,64,2,0.000192,0.181972
b,1048576,1,64,3,0.000194,0.185213
b,1048576,1,64,4,0.000196,0.177628
b,1048576,1,64,5,0.000179,0.18538
b,1048576,1,64,6,0.000188,0.179786
b,1048576,1,64,7,0.000183,0.189762
b,1048576,1,64,8,0.000179,0.17857
b,1048576,1,64,9,0.000191,0.184423
b,1048576,1,64,10,0.00018,0.179408
b,2097152,1,64,1,0.000251,0.233336
b,2097152,1,64,2,0.000252,0.225174
b,2097152,1,64,3,0.00024,0.216562
b,2097152,1,64,4,0.000247,0.229473
b,2097152,1,64,5,0.000243,0.229608
b,2097152,1,64,6,0.000258,0.227068
b,2097152,1,64,7,0.000238,0.218258
b,2097152,1,64,8,0.000243,0.230921
b,2097152,1,64,9,0.000244,0.226968
b,2097152,1,64,10,0.000246,0.219471
b,4194304,1,64,1,0.000359,0.309681
b,4194304,1,64,2,0.000333,0.306803
b,4194304,1,64,3,0.000329,0.29683
b,4194304,1,64,4,0.000348,0.299435
b,4194304,1,64,5,0.000329,0.29556
b,4194304,1,64,6,0.000351,0.312165
b,4194304,1,64,7,0.000334,0.294358
b,4194304,1,64,8,0.000329,0.310174
b,4194304,1,64,9,0.000332,0.308591
b,4194304,1,64,10,0.000342,0.30566
b,8388608,1,64,1,0.00051,0.46045
b,8388608,1,64,2,0.000507,0.465789
b,8388608,1,64,3,0.000516,0.479266
b,8388608,1,64,4,0.000507,0.473255
b,8388608,1,64,5,0.000499,0.47131
b,8388608,1,64,6,0.000505,0.465167
b,8388608,1,64,7,0.000504,0.477277
b,8388608,1,64,8,0.000509,0.46884
b,8388608,1,64,9,0.000506,0.474345
b,8388608,1,64,10,0.000514,0.477253
b,16777216,1,64,1,0.000864,0.785279
b,16777216,1,64,2,0.000844,0.786071
b,16777216,1,64,3,0.00084,0.791604
b,16777216,1,64,4,0.000894,0.792832
b,16777216,1,64,5,0.000836,0.791241
b,16777216,1,64,6,0.000838,0.789709
b,16777216,1,64,7,0.000834,0.797206
b,16777216,1,64,8,0.000837,0.785555
b,16777216,1,64,9,0.000878,0.802608
b,16777216,1,64,10,0.000838,0.795508
b,33554432,1,64,1,0.001499,1.415625
b,33554432,1,64,2,0.001495,1.417113
b,33554432,1,64,3,0.001535,1.414725
b,33554432,1,64,4,0.001525,1.450964
b,33554432,1,64,5,0.001507,1.418719
b,33554432,1,64,6,0.001497,1.451108
b,33554432,1,64,7,0.001509,1.451803
b,33554432,1,64,8,0.001496,1.41905
b,33554432,1,64,9,0.001493,1.421558
b,33554432,1,64,10,0.001557,1.415163
b,65536,1,128,1,0.000111,0.165439
b,65536,1,128,2,0.000111,0.157461
b,65536,1,128,3,0.000112,0.149076
b,65536,1,128,4,0.000111,0.14906
b,65536,1,128,5,0.000113,0.138013
b,65536,1,128,6,0.000113,0.146574
b,65536,1,128,7,0.00011,0.137396
b,65536,1,128,8,0.000123,0.147484
b,65536,1,128,9,0.000117,0.137538
b,65536,1,128,10,0.000118,0.149594
b,131072,1,128,1,0.000113,0.149806
b,131072,1,128,2,0.000129,0.141979
b,131072,1,128,3,0.00012,0.145987
b,131072,1,128,4,0.000113,0.141014
b,131072,1,128,5,0.000114,0.142836
b,131072,1,128,6,0.000147,0.149077
b,131072,1,128,7,0.000119,0.141103
b,131072,1,128,8,0.000115,0.155017
b,131072,1,128,9,0.000112,0.146936
b,131072,1,128,10,0.000113,0.141506
b,262144,1,128,1,0.000127,0.148921
b,262144,1,128,2,0.000151,0.146414
b,262144,1,128,3,0.000151,0.148993
b,262144,1,128,4,0.000126,0.153372
b,262144,1,128,5,0.000153,0.153142
b,262144,1,128,6,0.000124,0.148751
b,262144,1,128,7,0.000126,0.151807
b,262144,1,128,8,0.000126,0.158634
b,262144,1,128,9,0.000127,0.146162
b,262144,1,128,10,0.000127,0.154084
b,524288,1,128,1,0.000154,0.158597
b,524288,1,128,2,0.000146,0.168866
b,524288,1,128,3,0.000166,0.158818
b,524288,1,128,4,0.000144,0.165035
b,524288,1,128,5,0.000151,0.169549
b,524288,1,128,6,0.000145,0.156439
b,524288,1,128,7,0.000157,0.157672
b,524288,1,128,8,0.000143,0.164446
b,524288,1,128,9,0.000151,0.173774
b,524288,1,128,10,0.000153,0.167912
b,1048576,1,128,1,0.000175,0.179325
b,1048576,1,128,2,0.00018,0.185731
b,1048576,1,128,3,0.000195,0.179926
b,1048576,1,128,4,0.000182,0.184276
b,1048576,1,128,5,0.000189,0.190179
b,1048576,1,128,6,0.000182,0.17822
b,1048576,1,128,7,0.00019,0.189496
b,1048576,1,128,8,0.000178,0.189881
b,1048576,1,128,9,0.000202,0.177707
b,1048576,1,128,10,0.00019,0.181716
b,2097152,1,128,1,0.000238,0.219081
b,2097152,1,128,2,0.000241,0.23152
b,2097152,1,128,3,0.000244,0.220176
b,2097152,1,128,4,0.000254,0.220341
b,2097152,1,128,5,0.00024,0.221698
b,2097152,1,128,6,0.00024,0.22032
b,2097152,1,128,7,0.000249,0.221773
b,2097152,1,128,8,0.000343,0.219821
b,2097152,1,128,9,0.000252,0.239464
b,2097152,1,128,10,0.000244,0.224986
b,4194304,1,128,1,0.000349,0.296462
b,4194304,1,128,2,0.000336,0.298669
b,4194304,1,128,3,0.000367,0.307658
b,4194304,1,128,4,0.000334,0.311088
b,4194304,1,128,5,0.000337,0.317974
b,4194304,1,128,6,0.000337,0.320123
b,4194304,1,128,7,0.000332,0.323045
b,4194304,1,128,8,0.000331,0.319286
b,4194304,1,128,9,0.000331,0.311108
b,4194304,1,128,10,0.000334,0.313276
b,8388608,1,128,1,0.000499,0.463758
b,8388608,1,128,2,0.000511,0.465194
b,8388608,1,128,3,0.000503,0.466985
b,8388608,1,128,4,0.0005,0.47972
b,8388608,1,128,5,0.000495,0.483565
b,8388608,1,128,6,0.00052,0.475215
b,8388608,1,128,7,0.000537,0.46923
b,8388608,1,128,8,0.000513,0.475279
b,8388608,1,128,9,0.000516,0.464443
b,8388608,1,128,10,0.000507,0.47439
b,16777216,1,128,1,0.000832,0.789
b,16777216,1,128,2,0.000838,0.790541
b,16777216,1,128,3,0.000834,0.79733
b,16777216,1,128,4,0.000839,0.796913
b,16777216,1,128,5,0.000837,0.793522
b,16777216,1,128,6,0.00084,0.803569
b,16777216,1,128,7,0.00084,0.789252
b,16777216,1,128,8,0.000831,0.797598
b,16777216,1,128,9,0.000839,0.79026
b,16777216,1,128,10,0.000829,0.792199
b,33554432,1,128,1,0.001645,1.435506
b,33554432,1,128,2,0.001501,1.624728
b,33554432,1,128,3,0.001503,1.415648
b,33554432,1,128,4,0.001506,1.867867
b,33554432,1,128,5,0.00149,1.417051
b,33554432,1,128,6,0.001493,1.416329
b,33554432,1,128,7,0.001495,1.416058
b,33554432,1,128,8,0.0015,1.427798
b,33554432,1,128,9,0.001505,1.421903
b,33554432,1,128,10,0.001509,1.455611
b,65536,1,256,1,0.000112,0.160967
b,65536,1,256,2,0.000112,0.155426
b,65536,1,256,3,0.000111,0.150058
b,65536,1,256,4,0.000111,0.15138
b,65536,1,256,5,0.000114,0.148722
b,65536,1,256,6,0.000112,0.137892
b,65536,1,256,7,0.000116,0.144928
b,65536,1,256,8,0.000116,0.13947
b,65536,1,256,9,0.000113,0.148486
b,65536,1,256,10,0.000112,0.139503
b,131072,1,256,1,0.000116,0.147909
b,131072,1,256,2,0.000137,0.141605
b,131072,1,256,3,0.000118,0.14036
b,131072,1,256,4,0.000116,0.143451
b,131072,1,256,5,0.00012,0.145586
b,131072,1,256,6,0.000134,0.151944
b,131072,1,256,7,0.000142,0.142828
b,131072,1,256,8,0.000117,0.142043
b,131072,1,256,9,0.000118,0.14889
b,131072,1,256,10,0.000119,0.153458
b,262144,1,256,1,0.000136,0.148212
b,262144,1,256,2,0.000135,0.155175
b,262144,1,256,3,0.000153,0.159495
b,262144,1,256,4,0.000132,0.147144
b,262144,1,256,5,0.00013,0.158818
b,262144,1,256,6,0.000124,0.154863
b,262144,1,256,7,0.000128,0.152715
b,262144,1,256,8,0.000125,0.154874
b,262144,1,256,9,0.000129,0.146298
b,262144,1,256,10,0.000124,0.15568
b,524288,1,256,1,0.000142,0.157419
b,524288,1,256,2,0.000149,0.1707
b,524288,1,256,3,0.00032,0.157471
b,524288,1,256,4,0.000142,0.161573
b,524288,1,256,5,0.000141,0.158161
