kernel,n,comp,block_size,run,kernel_time,total_time
a,1048576,64,32,3,0.000858,0.184927
a,1048576,64,32,4,0.00085,0.176638
a,1048576,64,32,5,0.000844,0.194341
a,1048576,64,32,6,0.000842,0.18336
a,1048576,64,32,7,0.000847,0.181169
a,1048576,64,32,8,0.000824,0.190051
a,1048576,64,32,9,0.000862,0.184514
a,1048576,64,32,10,0.000869,0.178148
a,2097152,64,32,1,0.001616,0.225039
a,2097152,64,32,2,0.001654,0.229372
a,2097152,64,32,3,0.001615,0.234408
a,2097152,64,32,4,0.001646,0.223359
a,2097152,64,32,5,0.00163,0.222506
a,2097152,64,32,6,0.001693,0.225834
a,2097152,64,32,7,0.001682,0.2313
a,2097152,64,32,8,0.001635,0.225875
a,2097152,64,32,9,0.001618,0.227302
a,2097152,64,32,10,0.001615,0.232239
a,4194304,64,32,1,0.003171,0.309087
a,4194304,64,32,2,0.003187,0.306149
a,4194304,64,32,3,0.003153,0.304281
a,4194304,64,32,4,0.003159,0.308082
a,4194304,64,32,5,0.003171,0.311136
a,4194304,64,32,6,0.003231,0.312105
a,4194304,64,32,7,0.003204,0.310418
a,4194304,64,32,8,0.003147,0.305761
a,4194304,64,32,9,0.003444,0.311294
a,4194304,64,32,10,0.003172,0.300414
a,8388608,64,32,1,0.006399,0.465718
a,8388608,64,32,2,0.006294,0.472815
a,8388608,64,32,3,0.006838,0.469045
a,8388608,64,32,4,0.006829,0.490876
a,8388608,64,32,5,0.006738,0.489305
a,8388608,64,32,6,0.006176,0.482888
a,8388608,64,32,7,0.006155,0.485077
a,8388608,64,32,8,0.006171,0.485176
a,8388608,64,32,9,0.006221,0.485516
a,8388608,64,32,10,0.006144,0.48077
a,16777216,64,32,1,0.012426,0.801182
a,16777216,64,32,2,0.012438,0.799194
a,16777216,64,32,3,0.012577,0.801407
a,16777216,64,32,4,0.012851,0.801867
a,16777216,64,32,5,0.012486,0.799396
a,16777216,64,32,6,0.012546,0.799542
a,16777216,64,32,7,0.012409,0.800215
a,16777216,64,32,8,0.01235,0.80888
a,16777216,64,32,9,0.012525,0.80941
a,16777216,64,32,10,0.012653,0.812372
a,33554432,64,32,1,0.024607,1.435365
a,33554432,64,32,2,0.024901,1.447104
a,33554432,64,32,3,0.025143,1.477457
a,33554432,64,32,4,0.024474,1.444982
a,33554432,64,32,5,0.024862,1.435961
a,33554432,64,32,6,0.024918,1.436309
a,33554432,64,32,7,0.025155,1.440596
a,33554432,64,32,8,0.024894,1.439413
a,33554432,64,32,9,0.025001,1.44003
a,33554432,64,32,10,0.024821,1.482717
a,65536,64,64,1,0.000131,0.16674
a,65536,64,64,2,0.000126,0.158293
a,65536,64,64,3,0.000128,0.148278
a,65536,64,64,4,0.000126,0.144776
a,65536,64,64,5,0.000131,0.137473
a,65536,64,64,6,0.000123,0.137717
a,65536,64,64,7,0.000125,0.141039
a,65536,64,64,8,0.000139,0.138276
a,65536,64,64,9,0.000207,0.137506
a,65536,64,64,10,0.000128,0.137486
a,131072,64,64,1,0.000131,0.147964
a,131072,64,64,2,0.000134,0.141096
a,131072,64,64,3,0.000136,0.144774
a,131072,64,64,4,0.000134,0.143163
a,131072,64,64,5,0.000133,0.140917
a,131072,64,64,6,0.000156,0.145704
a,131072,64,64,7,0.000165,0.141221
a,131072,64,64,8,0.000136,0.142032
a,131072,64,64,9,0.000147,0.146018
a,131072,64,64,10,0.000136,0.148351
a,262144,64,64,1,0.000158,0.157389
a,262144,64,64,2,0.00016,0.147561
a,262144,64,64,3,0.000186,0.149793
a,262144,64,64,4,0.000158,0.159509
a,262144,64,64,5,0.000158,0.153094
a,262144,64,64,6,0.000155,0.147541
a,262144,64,64,7,0.000167,0.154115
a,262144,64,64,8,0.000157,0.155321
a,262144,64,64,9,0.000156,0.151824
a,262144,64,64,10,0.000163,0.154705
a,524288,64,64,1,0.000219,0.156494
a,524288,64,64,2,0.000216,0.167196
a,524288,64,64,3,0.000218,0.158077
a,524288,64,64,4,0.000216,0.166961
a,524288,64,64,5,0.000218,0.164855
a,524288,64,64,6,0.000217,0.160556
a,524288,64,64,7,0.000215,0.168247
a,524288,64,64,8,0.000226,0.161051
a,524288,64,64,9,0.000222,0.160869
a,524288,64,64,10,0.000224,0.159585
a,1048576,64,64,1,0.000831,0.185171
a,1048576,64,64,2,0.000832,0.178994
a,1048576,64,64,3,0.000841,0.184031
a,1048576,64,64,4,0.000829,0.178842
a,1048576,64,64,5,0.00082,0.184222
a,1048576,64,64,6,0.00082,0.179672
a,1048576,64,64,7,0.000825,0.186755
a,1048576,64,64,8,0.000839,0.183742
a,1048576,64,64,9,0.000833,0.178001
a,1048576,64,64,10,0.000847,0.177967
a,2097152,64,64,1,0.002172,0.231028
a,2097152,64,64,2,0.002168,0.226577
a,2097152,64,64,3,0.002119,0.231601
a,2097152,64,64,4,0.002119,0.219194
a,2097152,64,64,5,0.002153,0.225508
a,2097152,64,64,6,0.002206,0.232303
a,2097152,64,64,7,0.002003,0.228618
a,2097152,64,64,8,0.002145,0.231092
a,2097152,64,64,9,0.002038,0.226669
a,2097152,64,64,10,0.002111,0.223404
a,4194304,64,64,1,0.004116,0.311183
a,4194304,64,64,2,0.004149,0.306471
a,4194304,64,64,3,0.004189,0.303552
a,4194304,64,64,4,0.004055,0.31915
a,4194304,64,64,5,0.003961,0.320174
a,4194304,64,64,6,0.004046,0.332274
a,4194304,64,64,7,0.004004,0.321668
a,4194304,64,64,8,0.004115,0.327301
a,4194304,64,64,9,0.004092,0.331584
a,4194304,64,64,10,0.004105,0.320131
a,8388608,64,64,1,0.00813,0.472386
a,8388608,64,64,2,0.008156,0.471717
a,8388608,64,64,3,0.008168,0.470479
a,8388608,64,64,4,0.00805,0.495562
a,8388608,64,64,5,0.007903,0.487424
a,8388608,64,64,6,0.007976,0.481639
a,8388608,64,64,7,0.007945,0.484097
a,8388608,64,64,8,0.007959,0.488663
a,8388608,64,64,9,0.007907,0.48222
a,8388608,64,64,10,0.008067,0.484024
a,16777216,64,64,1,0.016344,1.019219
a,16777216,64,64,2,0.015944,0.803716
a,16777216,64,64,3,0.015969,0.803527
a,16777216,64,64,4,0.015916,0.802227
a,16777216,64,64,5,0.016297,0.802537
a,16777216,64,64,6,0.016006,0.807334
a,16777216,64,64,7,0.016198,0.803629
a,16777216,64,64,8,0.016398,0.823806
a,16777216,64,64,9,0.016231,0.806873
a,16777216,64,64,10,0.015994,0.803728
a,33554432,64,64,1,0.032621,1.458977
a,33554432,64,64,2,0.032661,1.476975
a,33554432,64,64,3,0.03266,1.448642
a,33554432,64,64,4,0.032748,1.485091
a,33554432,64,64,5,0.033015,1.450176
a,33554432,64,64,6,0.032934,1.457483
a,33554432,64,64,7,0.032189,1.484267
a,33554432,64,64,8,0.032538,1.455945
a,33554432,64,64,9,0.03265,1.446014
a,33554432,64,64,10,0.032543,1.455268
a,65536,64,128,1,0.00014,0.160264
a,65536,64,128,2,0.000135,0.149703
a,65536,64,128,3,0.000133,0.149847
a,65536,64,128,4,0.000134,0.147673
a,65536,64,128,5,0.000136,0.147385
a,65536,64,128,6,0.000156,0.154034
a,65536,64,128,7,0.000131,0.14776
a,65536,64,128,8,0.000131,0.142747
a,65536,64,128,9,0.00013,0.13869
a,65536,64,128,10,0.000131,0.137494
a,131072,64,128,1,0.000142,0.143119
a,131072,64,128,2,0.000148,0.144878
a,131072,64,128,3,0.000168,0.143832
a,131072,64,128,4,0.000139,0.141095
a,131072,64,128,5,0.000142,0.149439
a,131072,64,128,6,0.000141,0.141323
a,131072,64,128,7,0.000138,0.144147
a,131072,64,128,8,0.000142,0.14087
a,131072,64,128,9,0.000141,0.150901
a,131072,64,128,10,0.000137,0.151595
a,262144,64,128,1,0.000174,0.155222
a,262144,64,128,2,0.000169,0.147396
a,262144,64,128,3,0.000171,0.158097
a,262144,64,128,4,0.00017,0.147199
a,262144,64,128,5,0.000178,0.157549
a,262144,64,128,6,0.000194,0.154969
a,262144,64,128,7,0.000172,0.149881
a,262144,64,128,8,0.000178,0.147744
a,262144,64,128,9,0.000171,0.149233
a,262144,64,128,10,0.000198,0.155401
a,524288,64,128,1,0.000226,0.158005
a,524288,64,128,2,0.000243,0.168848
a,524288,64,128,3,0.000276,0.156836
a,524288,64,128,4,0.000229,0.170228
a,524288,64,128,5,0.000237,0.160505
a,524288,64,128,6,0.000233,0.160307
a,524288,64,128,7,0.00024,0.163982
a,524288,64,128,8,0.000231,0.164619
a,524288,64,128,9,0.000239,0.168264
a,524288,64,128,10,0.00023,0.158216
a,1048576,64,128,1,0.000835,0.192031
a,1048576,64,128,2,0.000816,0.175518
a,1048576,64,128,3,0.000813,0.186721
a,1048576,64,128,4,0.000822,0.19153
a,1048576,64,128,5,0.000823,0.177991
a,1048576,64,128,6,0.000826,0.186507
a,1048576,64,128,7,0.000817,0.183522
a,1048576,64,128,8,0.000837,0.178651
a,1048576,64,128,9,0.000841,0.178807
a,1048576,64,128,10,0.00083,0.188846
a,2097152,64,128,1,0.002165,0.218697
a,2097152,64,128,2,0.002089,0.220032
a,2097152,64,128,3,0.002135,0.226233
a,2097152,64,128,4,0.002096,0.221553
a,2097152,64,128,5,0.002042,0.21909
a,2097152,64,128,6,0.002114,0.219066
a,2097152,64,128,7,0.002119,0.223863
a,2097152,64,128,8,0.002189,0.227424
a,2097152,64,128,9,0.002103,0.218263
a,2097152,64,128,10,0.002154,0.223563
a,4194304,64,128,1,0.004045,0.307545
a,4194304,64,128,2,0.004052,0.31168
a,4194304,64,128,3,0.003992,0.312417
a,4194304,64,128,4,0.003961,0.31232
a,4194304,64,128,5,0.004045,0.311228
a,4194304,64,128,6,0.003949,0.311897
a,4194304,64,128,7,0.00395,0.307083
a,4194304,64,128,8,0.003879,0.313038
a,4194304,64,128,9,0.004021,0.302633
a,4194304,64,128,10,0.004072,0.308003
a,8388608,64,128,1,0.007975,0.466859
a,8388608,64,128,2,0.00778,0.489009
a,8388608,64,128,3,0.007763,0.483345
a,8388608,64,128,4,0.007951,0.484005
a,8388608,64,128,5,0.007895,0.487374
a,8388608,64,128,6,0.007724,0.481642
a,8388608,64,128,7,0.007712,0.487576
a,8388608,64,128,8,0.007958,0.482777
a,8388608,64,128,9,0.00783,0.4821
a,8388608,64,128,10,0.007864,0.479566
a,16777216,64,128,1,0.0159,0.800676
a,16777216,64,128,2,0.016061,0.803774
a,16777216,64,128,3,0.015933,0.806965
a,16777216,64,128,4,0.016061,0.876421
a,16777216,64,128,5,0.01596,0.809429
a,16777216,64,128,6,0.015926,0.812498
a,16777216,64,128,7,0.016208,0.81024
a,16777216,64,128,8,0.016104,0.806841
a,16777216,64,128,9,0.015794,0.803503
a,16777216,64,128,10,0.016946,0.814656
a,33554432,64,128,1,0.033493,1.457186
a,33554432,64,128,2,0.032291,1.454047
a,33554432,64,128,3,0.032217,1.583587
a,33554432,64,128,4,0.032242,1.486426
a,33554432,64,128,5,0.032079,1.453054
a,33554432,64,128,6,0.032944,1.455204
a,33554432,64,128,7,0.031881,1.446212
a,33554432,64,128,8,0.032119,1.450577
a,33554432,64,128,9,0.032393,1.485312
a,33554432,64,128,10,0.032491,1.447186
a,65536,64,256,1,0.000183,0.163978
a,65536,64,256,2,0.000179,0.160205
a,65536,64,256,3,0.000167,0.146843
a,65536,64,256,4,0.000161,0.139322
a,65536,64,256,5,0.000161,0.13877
a,65536,64,256,6,0.000158,0.138841
a,65536,64,256,7,0.000154,0.143304
a,65536,64,256,8,0.00028,0.139042
a,65536,64,256,9,0.000159,0.14456
a,65536,64,256,10,0.000155,0.137543
a,131072,64,256,1,0.000159,0.151431
a,131072,64,256,2,0.000187,0.141806
a,131072,64,256,3,0.000161,0.149942
a,131072,64,256,4,0.000163,0.14603
a,131072,64,256,5,0.000157,0.140326
a,131072,64,256,6,0.000189,0.147864
a,131072,64,256,7,0.00016,0.141719
a,131072,64,256,8,0.00018,0.147271
a,131072,64,256,9,0.000163,0.142261
a,131072,64,256,10,0.000161,0.143324
a,262144,64,256,1,0.000187,0.158958
a,262144,64,256,2,0.000186,0.146943
a,262144,64,256,3,0.00019,0.151953
a,262144,64,256,4,0.000186,0.149595
a,262144,64,256,5,0.00019,0.152856
a,262144,64,256,6,0.000189,0.159368
a,262144,64,256,7,0.000184,0.148426
a,262144,64,256,8,0.000191,0.148696
a,262144,64,256,9,0.000203,0.153557
a,262144,64,256,10,0.000199,0.151396
a,524288,64,256,1,0.000245,0.158084
a,524288,64,256,2,0.000263,0.169138
a,524288,64,256,3,0.00025,0.155597
a,524288,64,256,4,0.00025,0.159375
a,524288,64,256,5,0.000287,0.162624
a,524288,64,256,6,0.000245,0.158035
a,524288,64,256,7,0.000274,0.172042
a,524288,64,256,8,0.000256,0.162464
a,524288,64,256,9,0.000248,0.158032
a,524288,64,256,10,0.000266,0.16202
a,1048576,64,256,1,0.000847,0.181654
a,1048576,64,256,2,0.000847,0.181561
a,1048576,64,256,3,0.000847,0.18321
a,1048576,64,256,4,0.000852,0.179198
a,1048576,64,256,5,0.000842,0.17668
a,1048576,64,256,6,0.00085,0.182153
a,1048576,64,256,7,0.000846,0.192338
a,1048576,64,256,8,0.000855,0.179372
a,1048576,64,256,9,0.00086,0.189042
a,1048576,64,256,10,0.000853,0.178846
a,2097152,64,256,1,0.002129,0.229317
a,2097152,64,256,2,0.002141,0.22039
a,2097152,64,256,3,0.002152,0.224745
a,2097152,64,256,4,0.002116,0.230978
a,2097152,64,256,5,0.002182,0.230755
a,2097152,64,256,6,0.002229,0.230026
a,2097152,64,256,7,0.002123,0.220898
a,2097152,64,256,8,0.002108,0.224893
a,2097152,64,256,9,0.002124,0.22745
a,2097152,64,256,10,0.002089,0.226156
a,4194304,64,256,1,0.004039,0.310831
a,4194304,64,256,2,0.004002,0.308106
a,4194304,64,256,3,0.004008,0.308971
a,4194304,64,256,4,0.004086,0.331798
a,4194304,64,256,5,0.003996,0.326737
a,4194304,64,256,6,0.003965,0.320568
a,4194304,64,256,7,0.003976,0.32346
a,4194304,64,256,8,0.004472,0.336426
a,4194304,64,256,9,0.004389,0.327587
a,4194304,64,256,10,0.004131,0.309167
a,8388608,64,256,1,0.009424,0.48582
a,8388608,64,256,2,0.008106,0.473709
a,8388608,64,256,3,0.008035,0.483445
a,8388608,64,256,4,0.00794,0.489663
a,8388608,64,256,5,0.008358,0.487771
a,8388608,64,256,6,0.008011,0.479702
a,8388608,64,256,7,0.008095,0.487836
a,8388608,64,256,8,0.008003,0.483927
a,8388608,64,256,9,0.007929,0.481075
a,8388608,64,256,10,0.007957,0.483268
a,16777216,64,256,1,0.016066,0.800238
a,16777216,64,256,2,0.016164,0.803714
a,16777216,64,256,3,0.016256,0.80407
a,16777216,64,256,4,0.016133,0.80639
a,16777216,64,256,5,0.01587,0.804371
a,16777216,64,256,6,0.016965,0.804534
a,16777216,64,256,7,0.016149,0.805138
a,16777216,64,256,8,0.016584,0.804172
a,16777216,64,256,9,0.016127,0.80583
a,16777216,64,256,10,0.016145,0.809833
a,33554432,64,256,1,0.032501,1.442963
a,33554432,64,256,2,0.032544,1.446907
a,33554432,64,256,3,0.032255,1.474998
a,33554432,64,256,4,0.032378,1.448854
a,33554432,64,256,5,0.032314,1.44811
a,33554432,64,256,6,0.032319,1.487149
a,33554432,64,256,7,0.032291,1.490701
a,33554432,64,256,8,0.032575,1.517245
a,33554432,64,256,9,0.032324,1.46748
a,33554432,64,256,10,0.032432,1.44511
a,65536,256,16,1,0.000145,0.165542
a,65536,256,16,2,0.000136,0.160005
a,65536,256,16,3,0.000133,0.146321
a,65536,256,16,4,0.000136,0.149266
a,65536,256,16,5,0.000134,0.141482
a,65536,256,16,6,0.000134,0.146091
a,65536,256,16,7,0.000187,0.138135
a,65536,256,16,8,0.000132,0.15143
a,65536,256,16,9,0.00013,0.14401
a,65536,256,16,10,0.000148,0.137871
a,131072,256,16,1,0.000135,0.150696
a,131072,256,16,2,0.000136,0.140668
a,131072,256,16,3,0.000138,0.14714
a,131072,256,16,4,0.000135,0.145567
a,131072,256,16,5,0.000134,0.143352
a,131072,256,16,6,0.000135,0.148857
a,131072,256,16,7,0.000134,0.143098
a,131072,256,16,8,0.000175,0.141066
a,131072,256,16,9,0.000133,0.140167
a,131072,256,16,10,0.000133,0.152375
a,262144,256,16,1,0.000156,0.149777
a,262144,256,16,2,0.000156,0.153826
a,262144,256,16,3,0.000167,0.154239
a,262144,256,16,4,0.000154,0.149054
a,262144,256,16,5,0.000155,0.153601
a,262144,256,16,6,0.000159,0.156087
a,262144,256,16,7,0.000161,0.154143
a,262144,256,16,8,0.000168,0.153021
a,262144,256,16,9,0.000155,0.150736
a,262144,256,16,10,0.000156,0.153192
a,524288,256,16,1,0.000197,0.15887
a,524288,256,16,2,0.0002,0.156923
a,524288,256,16,3,0.000197,0.157907
a,524288,256,16,4,0.000198,0.161728
a,524288,256,16,5,0.000188,0.157231
a,524288,256,16,6,0.000196,0.161193
a,524288,256,16,7,0.000208,0.158056
a,524288,256,16,8,0.000199,0.156883
a,524288,256,16,9,0.000199,0.170736
a,524288,256,16,10,0.000202,0.158364
a,1048576,256,16,1,0.000285,0.186553
a,1048576,256,16,2,0.000311,0.184514
a,1048576,256,16,3,0.000289,0.178337
a,1048576,256,16,4,0.000297,0.182201
a,1048576,256,16,5,0.00031,0.178691
a,1048576,256,16,6,0.0003,0.178683
a,1048576,256,16,7,0.000298,0.18814
a,1048576,256,16,8,0.000285,0.178166
a,1048576,256,16,9,0.000287,0.185495
a,1048576,256,16,10,0.000295,0.18757
a,2097152,256,16,1,0.000854,0.224549
a,2097152,256,16,2,0.000937,0.230157
a,2097152,256,16,3,0.00088,0.22966
a,2097152,256,16,4,0.000851,0.221889
a,2097152,256,16,5,0.000849,0.220645
a,2097152,256,16,6,0.001,0.220308
a,2097152,256,16,7,0.000859,0.230167
a,2097152,256,16,8,0.000921,0.222558
a,2097152,256,16,9,0.000903,0.22291
a,2097152,256,16,10,0.000901,0.231379
a,4194304,256,16,1,0.001737,0.299753
a,4194304,256,16,2,0.001708,0.297897
a,4194304,256,16,3,0.001699,0.300344
a,4194304,256,16,4,0.001757,0.29915
a,4194304,256,16,5,0.001721,0.30264
a,4194304,256,16,6,0.001746,0.317141
a,4194304,256,16,7,0.001806,0.317789
a,4194304,256,16,8,0.001702,0.315479
a,4194304,256,16,9,0.001715,0.316341
a,4194304,256,16,10,0.001724,0.311489
a,8388608,256,16,1,0.003264,0.469235
a,8388608,256,16,2,0.003288,0.467987
a,8388608,256,16,3,0.00327,0.47825
a,8388608,256,16,4,0.003308,0.477991
a,8388608,256,16,5,0.003385,0.485788
a,8388608,256,16,6,0.003302,0.484914
a,8388608,256,16,7,0.003318,0.481666
a,8388608,256,16,8,0.003362,0.480705
a,8388608,256,16,9,0.003233,0.472332
a,8388608,256,16,10,0.003324,0.479024
a,16777216,256,16,1,0.006468,0.793019
a,16777216,256,16,2,0.006673,0.800912
a,16777216,256,16,3,0.006511,0.794042
a,16777216,256,16,4,0.006335,0.793312
a,16777216,256,16,5,0.006563,0.802637
a,16777216,256,16,6,0.006579,0.801009
a,16777216,256,16,7,0.006576,0.800617
a,16777216,256,16,8,0.006303,0.800544
a,16777216,256,16,9,0.006141,0.800749
a,16777216,256,16,10,0.006528,0.798339
a,33554432,256,16,1,0.013875,1.470195
a,33554432,256,16,2,0.013964,1.433307
a,33554432,256,16,3,0.01516,1.455969
a,33554432,256,16,4,0.013501,1.447384
a,33554432,256,16,5,0.013834,1.443765
a,33554432,256,16,6,0.013789,1.498855
a,33554432,256,16,7,0.013937,1.438344
a,33554432,256,16,8,0.013381,1.432376
a,33554432,256,16,9,0.013663,1.426678
a,33554432,256,16,10,0.013289,1.428839
a,65536,256,32,1,0.000144,0.15979
a,65536,256,32,2,0.00014,0.155476
a,65536,256,32,3,0.000137,0.150622
a,65536,256,32,4,0.000135,0.14765
a,65536,256,32,5,0.000136,0.145299
a,65536,256,32,6,0.000161,0.140379
a,65536,256,32,7,0.000135,0.137779
a,65536,256,32,8,0.000134,0.15059
a,65536,256,32,9,0.000164,0.143509
a,65536,256,32,10,0.000137,0.138049
a,131072,256,32,1,0.000143,0.153881
a,131072,256,32,2,0.000179,0.154083
a,131072,256,32,3,0.000145,0.15065
a,131072,256,32,4,0.000148,0.146157
a,131072,256,32,5,0.000144,0.142216
a,131072,256,32,6,0.000143,0.146312
a,131072,256,32,7,0.000154,0.13967
a,131072,256,32,8,0.00015,0.149321
a,131072,256,32,9,0.000149,0.154025
a,131072,256,32,10,0.000143,0.152609
a,262144,256,32,1,0.000162,0.1495
a,262144,256,32,2,0.00018,0.152965
a,262144,256,32,3,0.000166,0.149071
a,262144,256,32,4,0.000161,0.153183
a,262144,256,32,5,0.000161,0.150983
a,262144,256,32,6,0.000172,0.158206
a,262144,256,32,7,0.000188,0.153748
a,262144,256,32,8,0.000163,0.154026
a,262144,256,32,9,0.000162,0.153064
a,262144,256,32,10,0.000161,0.155144
a,524288,256,32,1,0.000212,0.159224
a,524288,256,32,2,0.000207,0.170129
a,524288,256,32,3,0.000217,0.167079
a,524288,256,32,4,0.000217,0.159002
a,524288,256,32,5,0.000212,0.169389
a,524288,256,32,6,0.000209,0.15859
a,524288,256,32,7,0.000212,0.171556
a,524288,256,32,8,0.000218,0.166484
a,524288,256,32,9,0.000211,0.161615
a,524288,256,32,10,0.000209,0.170718
a,1048576,256,32,1,0.000296,0.183784
a,1048576,256,32,2,0.000287,0.17982
a,1048576,256,32,3,0.000298,0.177192
a,1048576,256,32,4,0.000308,0.182592
a,1048576,256,32,5,0.00031,0.190276
a,1048576,256,32,6,0.000319,0.187297
a,1048576,256,32,7,0.000314,0.185939
a,1048576,256,32,8,0.00032,0.18302
a,1048576,256,32,9,0.000303,0.184655
a,1048576,256,32,10,0.000293,0.178641
a,2097152,256,32,1,0.000831,0.218124
a,2097152,256,32,2,0.000867,0.219266
a,2097152,256,32,3,0.000843,0.229688
a,2097152,256,32,4,0.000862,0.218163
a,2097152,256,32,5,0.000846,0.217319
a,2097152,256,32,6,0.000866,0.225199
a,2097152,256,32,7,0.000847,0.217719
a,2097152,256,32,8,0.00086,0.220239
a,2097152,256,32,9,0.000833,0.217876
a,2097152,256,32,10,0.000836,0.225286
a,4194304,256,32,1,0.006696,0.305631
a,4194304,256,32,2,0.006505,0.318562
a,4194304,256,32,3,0.006427,0.320115
a,4194304,256,32,4,0.006505,0.324664
a,4194304,256,32,5,0.006497,0.324824
a,4194304,256,32,6,0.006417,0.330227
a,4194304,256,32,7,0.006387,0.317405
a,4194304,256,32,8,0.006684,0.316389
a,4194304,256,32,9,0.006521,0.314038
a,4194304,256,32,10,0.00662,0.303415
a,8388608,256,32,1,0.012763,0.471464
a,8388608,256,32,2,0.01314,0.466104
a,8388608,256,32,3,0.013181,0.465276
a,8388608,256,32,4,0.012685,0.507405
a,8388608,256,32,5,0.012413,0.48934
a,8388608,256,32,6,0.012592,0.486074
a,8388608,256,32,7,0.01286,0.484334
a,8388608,256,32,8,0.012716,0.495074
a,8388608,256,32,9,0.012907,0.489358
a,8388608,256,32,10,0.012607,0.488657
a,16777216,256,32,1,0.026945,0.814353
a,16777216,256,32,2,0.025728,0.815516
a,16777216,256,32,3,0.026055,0.815202
a,16777216,256,32,4,0.026172,0.820222
a,16777216,256,32,5,0.026661,0.813813
a,16777216,256,32,6,0.025863,0.815882
a,16777216,256,32,7,0.026295,0.823825
a,16777216,256,32,8,0.026201,0.813142
a,16777216,256,32,9,0.02594,0.812924
a,16777216,256,32,10,0.026303,0.823482
a,33554432,256,32,1,0.054196,1.469675
a,33554432,256,32,2,0.054542,1.465972
a,33554432,256,32,3,0.054291,1.459992
a,33554432,256,32,4,0.054894,1.445481
a,33554432,256,32,5,0.056056,1.453323
a,33554432,256,32,6,0.053568,1.465494
a,33554432,256,32,7,0.054288,1.462246
a,33554432,256,32,8,0.054868,1.455921
a,33554432,256,32,9,0.054789,1.446177
a,33554432,256,32,10,0.053812,1.495934
a,65536,256,64,1,0.000202,0.168161
a,65536,256,64,2,0.000151,0.154092
a,65536,256,64,3,0.000149,0.153429
a,65536,256,64,4,0.000146,0.142028
a,65536,256,64,5,0.000145,0.144322
a,65536,256,64,6,0.000149,0.139176
a,65536,256,64,7,0.000141,0.150923
a,65536,256,64,8,0.000142,0.1397
a,65536,256,64,9,0.000145,0.142157
a,65536,256,64,10,0.000156,0.141684
a,131072,256,64,1,0.000145,0.14067
a,131072,256,64,2,0.000153,0.142277
a,131072,256,64,3,0.000143,0.149304
a,131072,256,64,4,0.000146,0.147061
a,131072,256,64,5,0.000147,0.147909
a,131072,256,64,6,0.000163,0.159504
a,131072,256,64,7,0.000143,0.142179
a,131072,256,64,8,0.000157,0.142984
a,131072,256,64,9,0.000158,0.141636
a,131072,256,64,10,0.000148,0.143733
a,262144,256,64,1,0.000208,0.150473
a,262144,256,64,2,0.000185,0.157808
a,262144,256,64,3,0.000183,0.152263
a,262144,256,64,4,0.00018,0.155757
a,262144,256,64,5,0.000176,0.152708
a,262144,256,64,6,0.000179,0.148954
a,262144,256,64,7,0.00018,0.152604
a,262144,256,64,8,0.000179,0.156025
a,262144,256,64,9,0.000181,0.154485
a,262144,256,64,10,0.00018,0.147481
a,524288,256,64,1,0.000233,0.15731
a,524288,256,64,2,0.00023,0.164261
a,524288,256,64,3,0.000256,0.172572
a,524288,256,64,4,0.000229,0.166291
a,524288,256,64,5,0.000231,0.16479
a,524288,256,64,6,0.000252,0.158239
a,524288,256,64,7,0.000226,0.15809
a,524288,256,64,8,0.000222,0.164443
a,524288,256,64,9,0.000229,0.161927
a,524288,256,64,10,0.00023,0.164483
a,1048576,256,64,1,0.000299,0.179253
a,1048576,256,64,2,0.000334,0.184667
a,1048576,256,64,3,0.000303,0.182019
a,1048576,256,64,4,0.000318,0.183214
a,1048576,256,64,5,0.000326,0.19097
a,1048576,256,64,6,0.0003,0.190829
a,1048576,256,64,7,0.000294,0.179076
a,1048576,256,64,8,0.000299,0.18076
a,1048576,256,64,9,0.000294,0.180166
a,1048576,256,64,10,0.000298,0.185358
a,2097152,256,64,1,0.000851,0.218715
a,2097152,256,64,2,0.000836,0.229615
a,2097152,256,64,3,0.000838,0.225935
a,2097152,256,64,4,0.000848,0.2175
a,2097152,256,64,5,0.000847,0.225811
a,2097152,256,64,6,0.000863,0.219793
a,2097152,256,64,7,0.000869,0.223211
a,2097152,256,64,8,0.000949,0.222785
a,2097152,256,64,9,0.000901,0.225298
a,2097152,256,64,10,0.000859,0.219286
a,4194304,256,64,1,0.006548,0.3134
a,4194304,256,64,2,0.006291,0.313321
a,4194304,256,64,3,0.006409,0.320865
a,4194304,256,64,4,0.006284,0.324365
a,4194304,256,64,5,0.006293,0.329115
a,4194304,256,64,6,0.006488,0.337563
a,4194304,256,64,7,0.006486,0.323525
a,4194304,256,64,8,0.006355,0.327835
a,4194304,256,64,9,0.006395,0.32778
a,4194304,256,64,10,0.006164,0.324096
a,8388608,256,64,1,0.013923,0.490518
a,8388608,256,64,2,0.014008,0.492359
a,8388608,256,64,3,0.013884,0.491329
a,8388608,256,64,4,0.013904,0.487367
a,8388608,256,64,5,0.013659,0.488945
a,8388608,256,64,6,0.013759,0.492982
a,8388608,256,64,7,0.013876,0.492294
a,8388608,256,64,8,0.013843,0.492208
a,8388608,256,64,9,0.013553,0.487061
a,8388608,256,64,10,0.013936,0.496325
a,16777216,256,64,1,0.028372,0.820986
a,16777216,256,64,2,0.028103,0.822872
a,16777216,256,64,3,0.028449,0.816373
a,16777216,256,64,4,0.028337,0.822796
a,16777216,256,64,5,0.028485,0.821959
a,16777216,256,64,6,0.029294,0.823733
a,16777216,256,64,7,0.028418,0.823678
a,16777216,256,64,8,0.028004,0.826486
